name,total_points,position_DEF,GW,team,opponent_team,position_FWD,position_GK,position_MID,game_avg_7,pos_id,initval,rank,diff_from_avg,opp_defense_rank,opp_attack_rank,team_cluster_rank,opp_cluster_rank,was_home,total_points_20
Aaron Cresswell,0,1,29,19,1,0,0,0,3.857142857142857,1,50.0,3.0,-3.857142857142857,0,1,1,1,True,0
Joelinton Cássio Apolinário de Lira,2,0,29,14,3,1,0,0,2.0,2,60.0,2.0,0.0,1,1,1,1,False,2
Serge Aurier,0,1,29,17,2,0,0,0,0.42857142857142855,1,55.0,1.0,-0.42857142857142855,1,1,1,1,False,0
Miguel Almirón,2,0,29,14,3,0,0,1,2.0,0,60.0,2.0,0.0,1,1,1,1,False,2
Nicolas Pépé,4,0,29,1,19,0,0,1,3.0,0,80.0,3.0,1.0,1,2,2,2,False,4
Gabriel Magalhães,0,1,29,1,19,0,0,0,1.7142857142857142,1,50.0,2.0,-1.7142857142857142,1,2,2,2,False,0
Pierre-Emile Højbjerg,3,0,29,17,2,0,0,1,1.8571428571428572,0,50.0,2.0,1.1428571428571428,1,1,1,1,False,3
Yves Bissouma,3,0,29,3,14,0,0,1,1.5714285714285714,0,45.0,2.0,1.4285714285714286,2,1,1,1,True,3
Federico Fernández,0,1,29,14,3,0,0,0,0.7142857142857143,1,50.0,1.0,-0.7142857142857143,1,1,1,1,False,0
André-Frank Zambo Anguissa,2,0,29,8,10,0,0,1,2.857142857142857,0,45.0,3.0,-0.8571428571428572,2,2,2,2,True,2
Marc Albrighton,2,0,30,10,12,0,0,1,2.7142857142857144,0,55.0,3.0,-0.7142857142857144,0,3,3,3,True,2
George Baldock,1,1,30,15,10,0,0,0,0.7142857142857143,1,55.0,1.0,0.2857142857142857,2,2,2,2,False,1
Lewis Dunk,1,1,30,3,13,0,0,0,4.857142857142857,1,50.0,3.0,-3.8571428571428568,0,3,3,3,False,1
Çaglar Söyüncü,0,1,30,10,12,0,0,0,1.8571428571428572,1,55.0,2.0,-1.8571428571428572,0,3,3,3,True,0
André-Frank Zambo Anguissa,0,0,30,8,2,0,0,1,1.2857142857142858,0,45.0,2.0,-1.2857142857142858,1,1,1,1,False,0
Alexandre Lacazette,2,0,30,1,11,1,0,0,4.142857142857143,2,85.0,3.0,-2.1428571428571432,0,2,2,2,True,2
Granit Xhaka,0,0,30,1,11,0,0,1,2.0,0,55.0,2.0,-2.0,0,2,2,2,True,0
Tammy Abraham,0,0,30,5,18,1,0,0,2.0,2,75.0,2.0,-2.0,3,0,0,0,True,0
Antonio Rüdiger,0,1,30,5,18,0,0,0,2.0,1,50.0,2.0,-2.0,3,0,0,0,True,0
Mateo Kovacic,1,0,30,5,18,0,0,1,2.0,0,55.0,2.0,-1.0,3,0,0,0,True,1
Solomon March,0,0,30,3,13,0,0,1,1.8571428571428572,0,50.0,2.0,-1.8571428571428572,0,3,3,3,False,0
Angelo Ogbonna,0,1,30,19,20,0,0,0,3.5714285714285716,1,50.0,3.0,-3.5714285714285716,2,0,0,0,False,0
César Azpilicueta,0,1,30,5,18,0,0,0,3.7142857142857144,1,60.0,3.0,-3.7142857142857144,3,0,0,0,True,0
Dominic Calvert-Lewin,2,0,30,7,6,1,0,0,4.142857142857143,2,70.0,3.0,-2.1428571428571432,3,1,1,1,True,2
Adam Webster,0,1,30,3,13,0,0,0,3.7142857142857144,1,45.0,3.0,-3.7142857142857144,0,3,3,3,False,0
Fabio Henrique Tavares,6,0,30,11,1,0,0,1,2.5714285714285716,0,55.0,3.0,3.4285714285714284,0,1,1,1,False,6
Ben Davies,0,1,30,11,1,0,0,0,0.2857142857142857,1,50.0,1.0,-0.2857142857142857,0,1,1,1,False,0
Callum Wilson,0,0,30,14,17,1,0,0,4.142857142857143,2,65.0,3.0,-4.142857142857143,0,2,2,2,True,0
Wilfred Ndidi,1,0,30,10,12,0,0,1,2.0,0,50.0,2.0,-1.0,0,3,3,3,True,1
Jordan Pickford,0,0,30,7,6,0,1,0,2.5714285714285716,3,50.0,3.0,-2.5714285714285716,3,1,1,1,True,0
Jacob Murphy,2,0,30,14,17,0,0,1,1.4285714285714286,0,50.0,2.0,0.5714285714285714,0,2,2,2,True,2
Matheus Pereira,21,0,30,18,5,0,0,1,7.285714285714286,0,60.0,3.0,13.714285714285715,0,2,2,2,False,21
Jorge Luiz Frello Filho,2,0,30,5,18,0,0,1,2.7142857142857144,0,50.0,3.0,-0.7142857142857144,3,0,0,0,True,2
Chris Basham,0,1,30,15,10,0,0,0,0.42857142857142855,1,50.0,1.0,-0.42857142857142855,2,2,2,2,False,0
Daniel Ceballos Fernández,1,0,30,1,11,0,0,1,2.5714285714285716,0,50.0,3.0,-1.5714285714285716,0,2,2,2,True,1
Timothy Castagne,1,1,30,10,12,0,0,0,0.7142857142857143,1,55.0,1.0,0.2857142857142857,0,3,3,3,True,1
Kurt Zouma,0,1,30,5,18,0,0,0,2.7142857142857144,1,50.0,3.0,-2.7142857142857144,3,0,0,0,True,0
Rúben Diogo da Silva Neves,1,0,30,20,19,0,0,1,1.7142857142857142,0,55.0,2.0,-0.7142857142857142,1,2,2,2,True,1
Andros Townsend,0,0,30,6,7,0,0,1,2.5714285714285716,0,60.0,3.0,-2.5714285714285716,1,1,1,1,False,0
Neal Maupay,2,0,30,3,13,1,0,0,2.142857142857143,2,65.0,2.0,-0.1428571428571428,0,3,3,3,False,2
Callum Robinson,11,0,30,18,5,1,0,0,5.571428571428571,2,55.0,3.0,5.428571428571429,0,2,2,2,False,11
Ben White,0,1,30,3,13,0,0,0,3.7142857142857144,1,45.0,3.0,-3.7142857142857144,0,3,3,3,False,0
Federico Fernández,0,1,30,14,17,0,0,0,1.4285714285714286,1,50.0,2.0,-1.4285714285714286,0,2,2,2,True,0
Romain Saïss,1,1,30,20,19,0,0,0,0.42857142857142855,1,50.0,1.0,0.5714285714285714,1,2,2,2,True,1
Conor Coady,1,1,30,20,19,0,0,0,2.857142857142857,1,50.0,3.0,-1.8571428571428572,1,2,2,2,True,1
David McGoldrick,1,0,30,15,10,1,0,0,1.7142857142857142,2,55.0,2.0,-0.7142857142857142,2,2,2,2,False,1
Allan Saint-Maximin,1,0,30,14,17,0,0,1,1.8571428571428572,0,55.0,2.0,-0.8571428571428572,0,2,2,2,True,1
Adam Lallana,2,0,30,3,13,0,0,1,1.0,0,65.0,2.0,1.0,0,3,3,3,False,2
Kyle Bartley,1,1,30,18,5,0,0,0,2.4285714285714284,1,45.0,3.0,-1.4285714285714284,0,2,2,2,False,1
Ben Davies,0,1,30,17,14,0,0,0,0.5714285714285714,1,50.0,1.0,-0.5714285714285714,2,1,1,1,False,0
Marcos Alonso,3,1,30,5,18,0,0,0,2.5714285714285716,1,60.0,3.0,0.4285714285714284,3,0,0,0,True,3
Lukasz Fabianski,2,0,30,19,20,0,1,0,3.5714285714285716,3,50.0,3.0,-1.5714285714285716,2,0,0,0,False,2
Georginio Wijnaldum,1,0,30,11,1,0,0,1,1.8571428571428572,0,55.0,2.0,-0.8571428571428572,0,1,1,1,False,1
Daniel Castelo Podence,1,0,30,20,19,0,0,1,3.5714285714285716,0,55.0,3.0,-2.5714285714285716,1,2,2,2,True,1
Mason Holgate,2,1,30,7,6,0,0,0,2.0,1,50.0,2.0,0.0,3,1,1,1,True,2
Rob Holding,1,1,30,1,11,0,0,0,1.4285714285714286,1,45.0,2.0,-0.4285714285714286,0,2,2,2,True,1
Michail Antonio,1,0,30,19,20,1,0,0,6.428571428571429,2,65.0,3.0,-5.428571428571429,2,0,0,0,False,1
Pierre-Emile Højbjerg,2,0,30,17,14,0,0,1,3.7142857142857144,0,50.0,3.0,-1.7142857142857144,2,1,1,1,False,2
Yerry Mina,1,1,30,7,6,0,0,0,2.857142857142857,1,55.0,3.0,-1.8571428571428572,3,1,1,1,True,1
Jordan Henderson,0,0,30,11,1,0,0,1,0.7142857142857143,0,55.0,1.0,-0.7142857142857143,0,1,1,1,False,0
Jonjo Shelvey,1,0,30,14,17,0,0,1,1.4285714285714286,0,55.0,2.0,-0.4285714285714286,0,2,2,2,True,1
Willian Borges Da Silva,0,0,30,1,11,0,0,1,1.0,0,80.0,2.0,-1.0,0,2,2,2,True,0
Max Kilman,0,1,30,20,19,0,0,0,2.4285714285714284,1,40.0,3.0,-2.4285714285714284,1,2,2,2,True,0
Tyrick Mitchell,0,1,30,6,7,0,0,0,0.42857142857142855,1,40.0,1.0,-0.42857142857142855,1,1,1,1,False,0
Christian Benteke,2,0,30,6,7,1,0,0,2.0,2,55.0,2.0,0.0,1,1,1,1,False,2
Patrick van Aanholt,2,1,30,6,7,0,0,0,2.0,1,55.0,2.0,0.0,1,1,1,1,False,2
Gabriel Magalhães,0,1,30,1,11,0,0,0,1.7142857142857142,1,50.0,2.0,-1.7142857142857142,0,2,2,2,True,0
Lucas Rodrigues Moura da Silva,2,0,30,17,14,0,0,1,0.7142857142857143,0,70.0,1.0,1.2857142857142856,2,1,1,1,False,2
Kelechi Iheanacho,2,0,30,10,12,1,0,0,1.0,2,60.0,2.0,1.0,0,3,3,3,True,2
Cheikhou Kouyaté,2,0,30,6,7,0,0,1,2.857142857142857,0,50.0,3.0,-0.8571428571428572,1,1,1,1,False,2
Steven Bergwijn,0,0,30,17,14,0,0,1,0.7142857142857143,0,75.0,1.0,-0.7142857142857143,2,1,1,1,False,0
John Egan,1,1,30,15,10,0,0,0,0.7142857142857143,1,50.0,1.0,0.2857142857142857,2,2,2,2,False,1
Willy Boly,0,1,30,20,19,0,0,0,1.5714285714285714,1,55.0,2.0,-1.5714285714285714,1,2,2,2,True,0
Lucas Digne,1,1,30,7,6,0,0,0,4.285714285714286,1,60.0,3.0,-3.2857142857142856,3,1,1,1,True,1
Eric Dier,0,1,30,17,14,0,0,0,1.7142857142857142,1,50.0,2.0,-1.7142857142857142,2,1,1,1,False,0
Jairo Riedewald,2,0,30,6,7,0,0,1,2.857142857142857,0,45.0,3.0,-0.8571428571428572,1,1,1,1,False,2
Trent Alexander-Arnold,12,1,30,11,1,0,0,0,4.714285714285714,1,75.0,3.0,7.285714285714286,0,1,1,1,False,12
Aleksandar Mitrović,8,0,30,8,2,1,0,0,2.0,2,60.0,2.0,6.0,1,1,1,1,False,8
Sadio Mané,6,0,30,11,1,0,0,1,4.0,0,120.0,3.0,2.0,0,1,1,1,False,6
Dan Burn,0,1,30,3,13,0,0,0,2.5714285714285716,1,45.0,3.0,-2.5714285714285716,0,3,3,3,False,0
Benjamin Chilwell,0,1,30,5,18,0,0,0,4.0,1,55.0,3.0,-4.0,3,0,0,0,True,0
Seamus Coleman,11,1,30,7,6,0,0,0,3.7142857142857144,1,50.0,3.0,7.285714285714286,3,1,1,1,True,11
Diogo Jota,12,0,30,11,1,0,0,1,2.857142857142857,0,65.0,3.0,9.142857142857142,0,1,1,1,False,12
Karl Darlow,0,0,30,14,17,0,1,0,1.4285714285714286,3,50.0,2.0,-1.4285714285714286,0,2,2,2,True,0
Mohamed Salah,8,0,30,11,1,0,0,1,6.142857142857143,0,120.0,3.0,1.8571428571428568,0,1,1,1,False,8
Luka Milivojevic,2,0,30,6,7,0,0,1,1.2857142857142858,0,60.0,2.0,0.7142857142857142,1,1,1,1,False,2
João Filipe Iria Santos Moutinho,0,0,30,20,19,0,0,1,1.1428571428571428,0,55.0,2.0,-1.1428571428571428,1,2,2,2,True,0
Roberto Firmino,2,0,30,11,1,1,0,0,2.7142857142857144,2,95.0,3.0,-0.7142857142857144,0,1,1,1,False,2
Christian Pulisic,6,0,30,5,18,0,0,1,1.8571428571428572,0,85.0,2.0,4.142857142857142,3,0,0,0,True,6
Ivan Ricardo Neves Abreu Cavaleiro,1,0,30,8,2,0,0,1,1.2857142857142858,0,55.0,2.0,-0.2857142857142858,1,1,1,1,False,1
Bukayo Saka,0,0,30,1,11,0,0,1,1.8571428571428572,0,55.0,2.0,-1.8571428571428572,0,2,2,2,True,0
Adama Traoré,6,0,30,20,19,0,0,1,2.4285714285714284,0,65.0,3.0,3.5714285714285716,1,2,2,2,True,6
Leandro Trossard,2,0,30,3,13,0,0,1,4.0,0,60.0,3.0,-2.0,0,3,3,3,False,2
Toby Alderweireld,0,1,30,17,14,0,0,0,1.8571428571428572,1,55.0,2.0,-1.8571428571428572,2,1,1,1,False,0
Harry Kane,13,0,30,17,14,1,0,0,8.142857142857142,2,105.0,3.0,4.857142857142858,2,1,1,1,False,13
Tanguy Ndombele,7,0,30,17,14,0,0,1,3.5714285714285716,0,60.0,3.0,3.4285714285714284,2,1,1,1,False,7
John Fleck,2,0,30,15,10,0,0,1,1.4285714285714286,0,60.0,2.0,0.5714285714285714,2,2,2,2,False,2
Matt Phillips,2,0,30,18,5,0,0,1,2.4285714285714284,0,55.0,3.0,-0.4285714285714284,0,2,2,2,False,2
Miguel Almirón,4,0,30,14,17,0,0,1,3.5714285714285716,0,60.0,3.0,0.4285714285714284,0,2,2,2,True,4
Bernd Leno,2,0,30,1,11,0,1,0,2.857142857142857,3,50.0,3.0,-0.8571428571428572,0,2,2,2,True,2
Abdoulaye Doucouré,0,0,30,7,6,0,0,1,1.8571428571428572,0,55.0,2.0,-1.8571428571428572,3,1,1,1,True,0
Ainsley Maitland-Niles,1,1,30,18,5,0,0,0,2.0,1,50.0,2.0,-1.0,0,2,2,2,False,1
N'Golo Kanté,0,0,30,5,18,0,0,1,1.0,0,50.0,2.0,-1.0,3,0,0,0,True,0
Fabio Silva,6,0,30,20,19,1,0,0,1.7142857142857142,2,55.0,2.0,4.285714285714286,1,2,2,2,True,6
Ayoze Pérez,2,0,30,10,12,0,0,1,1.0,0,65.0,2.0,1.0,0,3,3,3,True,2
Rui Pedro dos Santos Patrício,2,0,30,20,19,0,1,0,4.857142857142857,3,55.0,3.0,-2.8571428571428568,1,2,2,2,True,2
Pascal Groß,1,0,30,3,13,0,0,1,5.428571428571429,0,60.0,3.0,-4.428571428571429,0,3,3,3,False,1
Pierre-Emerick Aubameyang,2,0,30,1,11,0,0,1,4.428571428571429,0,120.0,3.0,-2.428571428571429,0,2,2,2,True,2
Harrison Reed,2,0,30,8,2,0,0,1,2.142857142857143,0,45.0,2.0,-0.1428571428571428,1,1,1,1,False,2
Aaron Cresswell,1,1,30,19,20,0,0,0,4.428571428571429,1,50.0,3.0,-3.428571428571429,2,0,0,0,False,1
Matt Ritchie,2,0,30,14,17,0,0,1,3.142857142857143,0,50.0,3.0,-1.1428571428571428,0,2,2,2,True,2
Gary Cahill,2,1,30,6,7,0,0,0,2.142857142857143,1,45.0,2.0,-0.1428571428571428,1,1,1,1,False,2
Ruben Loftus-Cheek,2,0,30,8,2,0,0,1,2.2857142857142856,0,60.0,3.0,-0.2857142857142856,1,1,1,1,False,2
Andrew Robertson,7,1,30,11,1,0,0,0,3.4285714285714284,1,70.0,3.0,3.5714285714285716,0,1,1,1,False,7
Jamie Vardy,2,0,30,10,12,1,0,0,6.0,2,100.0,3.0,-4.0,0,3,3,3,True,2
Vicente Guaita,4,0,30,6,7,0,1,0,2.4285714285714284,3,50.0,3.0,1.5714285714285716,1,1,1,1,False,4
Pedro Lomba Neto,5,0,30,20,19,0,0,1,6.0,0,55.0,3.0,-1.0,1,2,2,2,True,5
Thiago Thiago,-4,1,30,5,18,0,0,0,3.2857142857142856,1,55.0,3.0,-7.285714285714286,3,0,0,0,True,-4
James Maddison,1,0,30,10,12,0,0,1,3.0,0,70.0,3.0,-2.0,0,3,3,3,True,1
Harvey Barnes,0,0,30,10,12,0,0,1,3.4285714285714284,0,70.0,3.0,-3.4285714285714284,0,3,3,3,True,0
Oliver Norwood,2,0,30,15,10,0,0,1,1.7142857142857142,0,50.0,2.0,0.2857142857142858,2,2,2,2,False,2
Oluwasemilogo Adesewo Ibidapo Ajayi,1,1,30,18,5,0,0,0,0.8571428571428571,1,50.0,2.0,0.1428571428571429,0,2,2,2,False,1
Nicolas Pépé,2,0,30,1,11,0,0,1,0.8571428571428571,0,80.0,2.0,1.1428571428571428,0,2,2,2,True,2
Gylfi Sigurdsson,1,0,30,7,6,0,0,1,3.142857142857143,0,70.0,3.0,-2.142857142857143,3,1,1,1,True,1
Kieran Tierney,1,1,30,1,11,0,0,0,2.142857142857143,1,55.0,2.0,-1.1428571428571428,0,2,2,2,True,1
Jarrod Bowen,6,0,30,19,20,0,0,1,5.142857142857143,0,65.0,3.0,0.8571428571428568,2,0,0,0,False,6
Jordan Ayew,2,0,30,6,7,1,0,0,2.2857142857142856,2,60.0,3.0,-0.2857142857142856,1,1,1,1,False,2
Hakim Ziyech,1,0,30,5,18,0,0,1,4.428571428571429,0,80.0,3.0,-3.428571428571429,3,0,0,0,True,1
Jonny Evans,1,1,30,10,12,0,0,0,1.1428571428571428,1,55.0,2.0,-0.1428571428571428,0,3,3,3,True,1
Conor Townsend,1,1,30,18,5,0,0,0,2.142857142857143,1,45.0,2.0,-1.1428571428571428,0,2,2,2,False,1
Serge Aurier,0,1,30,17,14,0,0,0,0.2857142857142857,1,55.0,1.0,-0.2857142857142857,2,1,1,1,False,0
Callum Hudson-Odoi,0,0,30,5,18,0,0,1,2.2857142857142856,0,60.0,3.0,-2.2857142857142856,3,0,0,0,True,0
Joseph Willock,6,0,30,14,17,0,0,1,3.0,0,50.0,3.0,3.0,0,2,2,2,True,6
Heung-Min Son,1,0,30,17,14,0,0,1,3.0,0,90.0,3.0,-2.0,2,1,1,1,False,1
Tomas Soucek,1,0,30,19,20,0,0,1,3.4285714285714284,0,50.0,3.0,-2.4285714285714284,2,0,0,0,False,1
Leander Dendoncker,9,0,30,20,19,0,0,1,3.2857142857142856,0,50.0,3.0,5.714285714285714,1,2,2,2,True,9
Andreas Christensen,-1,1,30,5,18,0,0,0,1.2857142857142858,1,50.0,2.0,-2.2857142857142856,3,0,0,0,True,-1
Antonee Robinson,0,1,30,8,2,0,0,0,0.8571428571428571,1,45.0,2.0,-0.8571428571428571,1,1,1,1,False,0
Eberechi Eze,2,0,30,6,7,0,0,1,2.2857142857142856,0,60.0,3.0,-0.2857142857142856,1,1,1,1,False,2
Sam Johnstone,5,0,30,18,5,0,1,0,5.142857142857143,3,45.0,3.0,-0.14285714285714324,0,2,2,2,False,5
Jeff Hendrick,0,0,30,14,17,0,0,1,3.4285714285714284,0,50.0,3.0,-3.4285714285714284,0,2,2,2,True,0
Timo Werner,5,0,30,5,18,1,0,0,4.571428571428571,2,95.0,3.0,0.4285714285714288,3,0,0,0,True,5
Alisson Ramses Becker,6,0,30,11,1,0,1,0,3.2857142857142856,3,60.0,3.0,2.7142857142857144,0,1,1,1,False,6
Wilfried Zaha,2,0,30,6,7,0,0,1,2.142857142857143,0,70.0,2.0,-0.1428571428571428,1,1,1,1,False,2
Hugo Lloris,2,0,30,17,14,0,1,0,3.142857142857143,3,55.0,3.0,-1.1428571428571428,2,1,1,1,False,2
Michael Keane,2,1,30,7,6,0,0,0,5.857142857142857,1,50.0,3.0,-3.8571428571428568,3,1,1,1,True,2
Darnell Furlong,4,1,30,18,5,0,0,0,2.2857142857142856,1,45.0,3.0,1.7142857142857144,0,2,2,2,False,4
Alex Iwobi,0,0,30,7,6,0,0,1,2.2857142857142856,0,60.0,3.0,-2.2857142857142856,3,1,1,1,True,0
Kai Havertz,1,0,30,5,18,0,0,1,3.0,0,85.0,3.0,-2.0,3,0,0,0,True,1
Héctor Bellerín,0,1,30,1,11,0,0,0,3.0,1,50.0,3.0,-3.0,0,2,2,2,True,0
Emile Smith Rowe,0,0,30,1,11,0,0,1,1.1428571428571428,0,45.0,2.0,-1.1428571428571428,0,2,2,2,True,0
Bobby Decordova-Reid,1,0,30,8,2,1,0,0,2.2857142857142856,2,55.0,3.0,-1.2857142857142856,1,1,1,1,False,1
Declan Rice,0,0,30,19,20,0,0,1,1.5714285714285714,0,50.0,2.0,-1.5714285714285714,2,0,0,0,False,0
Joël Veltman,1,1,30,3,13,0,0,0,3.142857142857143,1,45.0,3.0,-2.142857142857143,0,3,3,3,False,1
Pablo Fornals,7,0,30,19,20,0,0,1,4.571428571428571,0,65.0,3.0,2.428571428571429,2,0,0,0,False,7
Joelinton Cássio Apolinário de Lira,6,0,30,14,17,1,0,0,3.0,2,60.0,3.0,3.0,0,2,2,2,True,6
Aaron Ramsdale,4,0,30,15,10,0,1,0,2.2857142857142856,3,50.0,3.0,1.7142857142857144,2,2,2,2,False,4
Yves Bissouma,2,0,30,3,13,0,0,1,2.142857142857143,0,45.0,2.0,-0.1428571428571428,0,3,3,3,False,2
Joel Ward,2,1,30,6,7,0,0,0,1.0,1,45.0,2.0,1.0,1,1,1,1,False,2
Mason Mount,6,0,30,5,18,0,0,1,6.0,0,70.0,3.0,0.0,3,0,0,0,True,6
Jeffrey Schlupp,4,0,30,6,7,0,0,1,1.1428571428571428,0,55.0,2.0,2.857142857142857,1,1,1,1,False,4
Kasper Schmeichel,1,0,30,10,12,0,1,0,2.2857142857142856,3,55.0,3.0,-1.2857142857142856,0,3,3,3,True,1
James Rodríguez,11,0,30,7,6,0,0,1,6.571428571428571,0,75.0,3.0,4.428571428571429,3,1,1,1,True,11
James Justin,0,1,30,10,12,0,0,0,1.2857142857142858,1,45.0,2.0,-1.2857142857142858,0,3,3,3,True,0
Alphonse Areola,1,0,30,8,2,0,1,0,3.2857142857142856,3,45.0,3.0,-2.2857142857142856,1,1,1,1,False,1
Mario Lemina,2,0,30,8,2,0,0,1,1.0,0,45.0,2.0,1.0,1,1,1,1,False,2
Richarlison de Andrade,2,0,30,7,6,1,0,0,5.142857142857143,2,80.0,3.0,-3.1428571428571432,3,1,1,1,True,2
Reece James,0,1,30,5,18,0,0,0,2.2857142857142856,1,50.0,3.0,-2.2857142857142856,3,0,0,0,True,0
Enda Stevens,1,1,30,15,10,0,0,0,0.2857142857142857,1,55.0,1.0,0.7142857142857143,2,2,2,2,False,1
Youri Tielemans,2,0,30,10,12,0,0,1,3.2857142857142856,0,65.0,3.0,-1.2857142857142856,0,3,3,3,True,2
Ben Osborn,10,0,30,15,10,0,0,1,2.2857142857142856,0,50.0,3.0,7.714285714285714,2,2,2,2,False,10
Pablo Fornals,2,0,31,19,9,0,0,1,1.4285714285714286,0,65.0,2.0,0.5714285714285714,2,2,2,2,True,2
Steven Bergwijn,0,0,31,17,13,0,0,1,1.7142857142857142,0,75.0,2.0,-1.7142857142857142,0,3,3,3,True,0
Aaron Ramsdale,1,0,31,15,1,0,1,0,4.142857142857143,3,50.0,3.0,-3.1428571428571432,0,1,1,1,True,1
David McGoldrick,2,0,31,15,1,1,0,0,2.0,2,55.0,2.0,0.0,0,1,1,1,True,2
Tyrick Mitchell,0,1,31,6,5,0,0,0,3.2857142857142856,1,40.0,3.0,-3.2857142857142856,0,2,2,2,True,0
Callum Robinson,8,0,31,18,16,1,0,0,1.7142857142857142,2,55.0,2.0,6.285714285714286,3,1,1,1,True,8
Chris Basham,0,1,31,15,1,0,0,0,1.2857142857142858,1,50.0,2.0,-1.2857142857142858,0,1,1,1,True,0
Nathan Redmond,2,0,31,16,18,0,0,1,2.7142857142857144,0,65.0,3.0,-0.7142857142857144,3,0,0,0,False,2
Kalvin Phillips,2,0,31,9,12,0,0,1,2.2857142857142856,0,50.0,3.0,-0.2857142857142856,0,3,3,3,False,2
Reece James,4,1,31,5,6,0,0,0,3.7142857142857144,1,50.0,3.0,0.2857142857142856,3,1,1,1,False,4
Kai Havertz,10,0,31,5,6,0,0,1,3.7142857142857144,0,85.0,3.0,6.285714285714286,3,1,1,1,False,10
Jordan Ayew,2,0,31,6,5,1,0,0,1.0,2,60.0,2.0,1.0,0,2,2,2,True,2
Jordan Pickford,0,0,31,7,3,0,1,0,2.857142857142857,3,50.0,3.0,-2.857142857142857,1,1,1,1,False,0
Dominic Calvert-Lewin,0,0,31,7,3,1,0,0,4.714285714285714,2,70.0,3.0,-4.714285714285714,1,1,1,1,False,0
Mateo Kovacic,2,0,31,5,6,0,0,1,1.1428571428571428,0,55.0,2.0,0.8571428571428572,3,1,1,1,False,2
Jack Harrison,0,0,31,9,12,0,0,1,2.7142857142857144,0,55.0,3.0,-2.7142857142857144,0,3,3,3,False,0
Theo Walcott,2,0,31,16,18,0,0,1,2.7142857142857144,0,60.0,3.0,-0.7142857142857144,3,0,0,0,False,2
Alisson Ramses Becker,3,0,31,11,2,0,1,0,3.7142857142857144,3,60.0,3.0,-0.7142857142857144,1,1,1,1,True,3
Jordan Henderson,0,0,31,11,2,0,0,1,0.7142857142857143,0,55.0,1.0,-0.7142857142857143,1,1,1,1,True,0
Abdoulaye Doucouré,0,0,31,7,3,0,0,1,2.142857142857143,0,55.0,2.0,-2.142857142857143,1,1,1,1,False,0
James Rodríguez,3,0,31,7,3,0,0,1,5.285714285714286,0,75.0,3.0,-2.2857142857142856,1,1,1,1,False,3
Jan Bednarek,1,1,31,16,18,0,0,0,5.285714285714286,1,45.0,3.0,-4.285714285714286,3,0,0,0,False,1
Yves Bissouma,3,0,31,3,7,0,0,1,2.7142857142857144,0,45.0,3.0,0.2857142857142856,1,1,1,1,True,3
Richarlison de Andrade,2,0,31,7,3,1,0,0,5.142857142857143,2,80.0,3.0,-3.1428571428571432,1,1,1,1,False,2
Jairo Riedewald,1,0,31,6,5,0,0,1,0.8571428571428571,0,45.0,2.0,0.1428571428571429,0,2,2,2,True,1
Timothy Castagne,1,1,31,10,19,0,0,0,2.5714285714285716,1,55.0,3.0,-1.5714285714285716,1,2,2,2,False,1
Jonny Evans,1,1,31,10,19,0,0,0,2.4285714285714284,1,55.0,3.0,-1.4285714285714284,1,2,2,2,False,1
John Egan,1,1,31,15,1,0,0,0,1.1428571428571428,1,50.0,2.0,-0.1428571428571428,0,1,1,1,True,1
Pascal Struijk,1,1,31,9,12,0,0,0,1.5714285714285714,1,40.0,2.0,-0.5714285714285714,0,3,3,3,False,1
Oriol Romeu Vidal,0,0,31,16,18,0,0,1,2.0,0,45.0,2.0,-2.0,3,0,0,0,False,0
Ben Davies,0,1,31,17,13,0,0,0,0.8571428571428571,1,50.0,2.0,-0.8571428571428571,0,3,3,3,True,0
Leandro Trossard,3,0,31,3,7,0,0,1,4.714285714285714,0,60.0,3.0,-1.7142857142857144,1,1,1,1,True,3
Heung-Min Son,7,0,31,17,13,0,0,1,9.857142857142858,0,90.0,3.0,-2.8571428571428577,0,3,3,3,True,7
Wilfred Ndidi,1,0,31,10,19,0,0,1,3.0,0,50.0,3.0,-2.0,1,2,2,2,False,1
Timo Werner,0,0,31,5,6,1,0,0,2.142857142857143,2,95.0,2.0,-2.142857142857143,3,1,1,1,False,0
Emiliano Martínez,4,0,31,2,11,0,1,0,3.7142857142857144,3,45.0,3.0,0.2857142857142856,0,2,2,2,False,4
Seamus Coleman,6,1,31,7,3,0,0,0,2.142857142857143,1,50.0,2.0,3.857142857142857,1,1,1,1,False,6
Youri Tielemans,2,0,31,10,19,0,0,1,2.5714285714285716,0,65.0,3.0,-0.5714285714285716,1,2,2,2,False,2
Patrick van Aanholt,0,1,31,6,5,0,0,0,0.14285714285714285,1,55.0,1.0,-0.14285714285714285,0,2,2,2,True,0
Angelo Ogbonna,0,1,31,19,9,0,0,0,1.7142857142857142,1,50.0,2.0,-1.7142857142857142,2,2,2,2,True,0
Liam Cooper,-2,1,31,9,12,0,0,0,0.8571428571428571,1,45.0,2.0,-2.857142857142857,0,3,3,3,False,-2
Stuart Armstrong,2,0,31,16,18,0,0,1,4.428571428571429,0,55.0,3.0,-2.428571428571429,3,0,0,0,False,2
Solomon March,0,0,31,3,7,0,0,1,1.1428571428571428,0,50.0,2.0,-1.1428571428571428,1,1,1,1,True,0
Michail Antonio,0,0,31,19,9,1,0,0,3.142857142857143,2,65.0,3.0,-3.142857142857143,2,2,2,2,True,0
