name,total_points,position_DEF,GW,team,opponent_team,position_FWD,position_GK,position_MID,game_avg_7,pos_id,initval,rank,diff_from_avg,opp_defense_rank,opp_attack_rank,team_cluster_rank,opp_cluster_rank,was_home,total_points_20
Conor Townsend,0,1,12,18,14,0,0,0,3.0,1,45.0,3.0,-3.0,2,1,1,1,False,0
Jonjo Shelvey,2,0,12,14,18,0,0,1,3.0,0,55.0,3.0,-1.0,3,0,0,0,True,2
Federico Fernández,0,1,12,14,18,0,0,0,2.7142857142857144,1,50.0,3.0,-2.7142857142857144,3,0,0,0,True,0
Aaron Cresswell,5,1,12,19,10,0,0,0,3.142857142857143,1,50.0,3.0,1.8571428571428572,2,2,2,2,False,5
Heung-Min Son,5,0,12,17,6,0,0,1,4.0,0,90.0,3.0,1.0,3,1,1,1,False,5
Miguel Almirón,9,0,12,14,18,0,0,1,2.7142857142857144,0,60.0,3.0,6.285714285714286,3,0,0,0,True,9
Mateusz Klich,8,0,12,9,19,0,0,1,2.7142857142857144,0,55.0,3.0,5.285714285714286,1,2,2,2,True,8
Sam Johnstone,2,0,12,18,14,0,1,0,4.0,3,45.0,3.0,-2.0,2,1,1,1,False,2
Héctor Bellerín,0,1,13,1,16,0,0,0,2.2857142857142856,1,50.0,3.0,-2.2857142857142856,3,1,1,1,True,0
Toby Alderweireld,1,1,13,17,11,0,0,0,2.2857142857142856,1,55.0,3.0,-1.2857142857142856,0,2,2,2,False,1
Matheus Pereira,0,0,13,18,12,0,0,1,2.0,0,60.0,2.0,-2.0,0,3,3,3,False,0
Patrick Bamford,6,0,13,9,14,1,0,0,3.5714285714285716,2,55.0,3.0,2.4285714285714284,2,1,1,1,True,6
Stuart Dallas,7,1,13,9,14,0,0,0,3.7142857142857144,1,45.0,3.0,3.2857142857142856,2,1,1,1,True,7
Lucas Rodrigues Moura da Silva,1,0,13,17,11,0,0,1,1.7142857142857142,0,70.0,2.0,-0.7142857142857142,0,2,2,2,False,1
Vicente Guaita,2,0,13,6,19,0,1,0,3.7142857142857144,3,50.0,3.0,-1.7142857142857144,1,2,2,2,False,2
Che Adams,5,0,13,16,1,1,0,0,4.0,2,60.0,3.0,1.0,0,1,1,1,False,5
Christian Benteke,3,0,13,6,19,1,0,0,4.0,2,55.0,3.0,-1.0,1,2,2,2,False,3
Gylfi Sigurdsson,3,0,13,7,9,0,0,1,4.142857142857143,0,70.0,3.0,-1.1428571428571432,2,2,2,2,False,3
Oriol Romeu Vidal,2,0,13,16,1,0,0,1,1.8571428571428572,0,45.0,2.0,0.1428571428571428,0,1,1,1,False,2
Pascal Struijk,0,1,13,9,14,0,0,0,1.8571428571428572,1,40.0,2.0,-1.8571428571428572,2,1,1,1,True,0
Danny Ings,1,0,13,16,1,1,0,0,3.5714285714285716,2,85.0,3.0,-2.5714285714285716,0,1,1,1,False,1
Daniel Castelo Podence,9,0,13,20,5,0,0,1,3.5714285714285716,0,55.0,3.0,5.428571428571429,0,2,2,2,True,9
Trent Alexander-Arnold,2,1,13,11,17,0,0,0,4.142857142857143,1,75.0,3.0,-2.1428571428571432,0,2,2,2,True,2
Antonio Rüdiger,0,1,13,5,20,0,0,0,1.8571428571428572,1,50.0,2.0,-1.8571428571428572,2,0,0,0,False,0
André-Frank Zambo Anguissa,3,0,13,8,3,0,0,1,1.8571428571428572,0,45.0,2.0,1.1428571428571428,1,1,1,1,True,3
Rúben Diogo da Silva Neves,2,0,13,20,5,0,0,1,4.0,0,55.0,3.0,-2.0,0,2,2,2,True,2
Kelechi Iheanacho,1,0,13,10,7,1,0,0,4.142857142857143,2,60.0,3.0,-3.1428571428571432,1,1,1,1,True,1
Jamie Vardy,2,0,13,10,7,1,0,0,4.285714285714286,2,100.0,3.0,-2.2857142857142856,1,1,1,1,True,2
Adama Traoré,1,0,13,20,5,0,0,1,1.8571428571428572,0,65.0,2.0,-0.8571428571428572,0,2,2,2,True,1
Nathan Redmond,1,0,13,16,1,0,0,1,1.5714285714285714,0,65.0,2.0,-0.5714285714285714,0,1,1,1,False,1
Liam Cooper,1,1,13,9,14,0,0,0,1.8571428571428572,1,45.0,2.0,-0.8571428571428572,2,1,1,1,True,1
Kai Havertz,2,0,13,5,20,0,0,1,4.0,0,85.0,3.0,-2.0,2,0,0,0,False,2
Matt Phillips,2,0,13,18,12,0,0,1,1.2857142857142858,0,55.0,2.0,0.7142857142857142,0,3,3,3,False,2
Jordan Henderson,2,0,13,11,17,0,0,1,1.4285714285714286,0,55.0,2.0,0.5714285714285714,0,2,2,2,True,2
Reece James,1,1,13,5,20,0,0,0,2.142857142857143,1,50.0,2.0,-1.1428571428571428,2,0,0,0,False,1
Wilfred Ndidi,3,0,13,10,7,0,0,1,1.7142857142857142,0,50.0,2.0,1.2857142857142858,1,1,1,1,True,3
Mario Lemina,1,0,13,8,3,0,0,1,1.2857142857142858,0,45.0,2.0,-0.2857142857142858,1,1,1,1,True,1
David McGoldrick,13,0,13,15,13,1,0,0,3.857142857142857,2,55.0,3.0,9.142857142857142,0,3,3,3,True,13
Fabio Silva,2,0,13,20,5,1,0,0,1.1428571428571428,2,55.0,2.0,0.8571428571428572,0,2,2,2,True,2
Callum Hudson-Odoi,0,0,13,5,20,0,0,1,2.142857142857143,0,60.0,2.0,-2.142857142857143,2,0,0,0,False,0
Thiago Thiago,1,1,13,5,20,0,0,0,3.857142857142857,1,55.0,3.0,-2.857142857142857,2,0,0,0,False,1
Max Kilman,0,1,13,20,5,0,0,0,1.2857142857142858,1,40.0,2.0,-1.2857142857142858,0,2,2,2,True,0
Emile Smith Rowe,0,0,13,1,16,0,0,1,1.8571428571428572,0,45.0,2.0,-1.8571428571428572,3,1,1,1,True,0
Allan Saint-Maximin,0,0,13,14,10,0,0,1,2.0,0,55.0,2.0,-2.0,2,2,2,2,False,0
Harrison Reed,3,0,13,8,3,0,0,1,2.0,0,45.0,2.0,1.0,1,1,1,1,True,3
Alex Iwobi,6,0,13,7,9,0,0,1,2.142857142857143,0,60.0,2.0,3.857142857142857,2,2,2,2,False,6
Tammy Abraham,1,0,13,5,20,1,0,0,2.142857142857143,2,75.0,2.0,-1.1428571428571428,2,0,0,0,False,1
Mateo Kovacic,1,0,13,5,20,0,0,1,1.2857142857142858,0,55.0,2.0,-0.2857142857142858,2,0,0,0,False,1
Kieran Tierney,2,1,13,1,16,0,0,0,1.8571428571428572,1,55.0,2.0,0.1428571428571428,3,1,1,1,True,2
Pierre-Emile Højbjerg,1,0,13,17,11,0,0,1,2.4285714285714284,0,50.0,3.0,-1.4285714285714284,0,2,2,2,False,1
Steven Bergwijn,2,0,13,17,11,0,0,1,2.142857142857143,0,75.0,2.0,-0.1428571428571428,0,2,2,2,False,2
Oliver Norwood,0,0,13,15,13,0,0,1,1.2857142857142858,0,50.0,2.0,-1.2857142857142858,0,3,3,3,True,0
Christian Pulisic,2,0,13,5,20,0,0,1,2.142857142857143,0,85.0,2.0,-0.1428571428571428,2,0,0,0,False,2
Serge Aurier,1,1,13,17,11,0,0,0,0.7142857142857143,1,55.0,1.0,0.2857142857142857,0,2,2,2,False,1
Eric Dier,1,1,13,17,11,0,0,0,1.2857142857142858,1,50.0,2.0,-0.2857142857142858,0,2,2,2,False,1
Joel Ward,6,1,13,6,19,0,0,0,2.0,1,45.0,2.0,4.0,1,2,2,2,False,6
Çaglar Söyüncü,0,1,13,10,7,0,0,0,0.7142857142857143,1,55.0,1.0,-0.7142857142857143,1,1,1,1,True,0
Lukasz Fabianski,2,0,13,19,6,0,1,0,2.2857142857142856,3,50.0,3.0,-0.2857142857142856,3,1,1,1,True,2
Jarrod Bowen,2,0,13,19,6,0,0,1,5.571428571428571,0,65.0,3.0,-3.571428571428571,3,1,1,1,True,2
Alexandre Lacazette,0,0,13,1,16,1,0,0,0.7142857142857143,2,85.0,1.0,-0.7142857142857143,3,1,1,1,True,0
Cheikhou Kouyaté,2,0,13,6,19,0,0,1,2.0,0,50.0,2.0,0.0,1,2,2,2,False,2
Wilfried Zaha,2,0,13,6,19,0,0,1,4.142857142857143,0,70.0,3.0,-2.1428571428571432,1,2,2,2,False,2
Mohamed Salah,7,0,13,11,17,0,0,1,8.571428571428571,0,120.0,3.0,-1.5714285714285712,0,2,2,2,True,7
Jonjo Shelvey,0,0,13,14,10,0,0,1,1.2857142857142858,0,55.0,2.0,-1.2857142857142858,2,2,2,2,False,0
Chris Basham,1,1,13,15,13,0,0,0,0.7142857142857143,1,50.0,1.0,0.2857142857142857,0,3,3,3,True,1
Lucas Digne,0,1,13,7,9,0,0,0,2.2857142857142856,1,60.0,3.0,-2.2857142857142856,2,2,2,2,False,0
Abdoulaye Doucouré,3,0,13,7,9,0,0,1,1.4285714285714286,0,55.0,2.0,1.5714285714285714,2,2,2,2,False,3
Jorge Luiz Frello Filho,0,0,13,5,20,0,0,1,1.2857142857142858,0,50.0,2.0,-1.2857142857142858,2,0,0,0,False,0
Andrew Robertson,5,1,13,11,17,0,0,0,4.0,1,70.0,3.0,1.0,0,2,2,2,True,5
Jordan Ayew,1,0,13,6,19,1,0,0,1.4285714285714286,2,60.0,2.0,-0.4285714285714286,1,2,2,2,False,1
Kyle Walker-Peters,2,1,13,16,1,0,0,0,1.1428571428571428,1,45.0,2.0,0.8571428571428572,0,1,1,1,False,2
George Baldock,1,1,13,15,13,0,0,0,0.7142857142857143,1,55.0,1.0,0.2857142857142857,0,3,3,3,True,1
Seamus Coleman,0,1,13,7,9,0,0,0,2.142857142857143,1,50.0,2.0,-2.142857142857143,2,2,2,2,False,0
Timothy Castagne,0,1,13,10,7,0,0,0,2.142857142857143,1,55.0,2.0,-2.142857142857143,1,1,1,1,True,0
James Justin,1,1,13,10,7,0,0,0,2.142857142857143,1,45.0,2.0,-1.1428571428571428,1,1,1,1,True,1
Dominic Calvert-Lewin,5,0,13,7,9,1,0,0,4.0,2,70.0,3.0,1.0,2,2,2,2,False,5
Tomas Soucek,2,0,13,19,6,0,0,1,5.428571428571429,0,50.0,3.0,-3.428571428571429,3,1,1,1,True,2
Yerry Mina,6,1,13,7,9,0,0,0,3.7142857142857144,1,55.0,3.0,2.2857142857142856,2,2,2,2,False,6
João Filipe Iria Santos Moutinho,0,0,13,20,5,0,0,1,2.2857142857142856,0,55.0,3.0,-2.2857142857142856,0,2,2,2,True,0
Karl Darlow,1,0,13,14,10,0,1,0,1.5714285714285714,3,50.0,2.0,-0.5714285714285714,2,2,2,2,False,1
Rui Pedro dos Santos Patrício,2,0,13,20,5,0,1,0,3.5714285714285716,3,55.0,3.0,-1.5714285714285716,0,2,2,2,True,2
Alphonse Areola,9,0,13,8,3,0,1,0,4.714285714285714,3,45.0,3.0,4.285714285714286,1,1,1,1,True,9
Aleksandar Mitrović,1,0,13,8,3,1,0,0,3.142857142857143,2,60.0,3.0,-2.142857142857143,1,1,1,1,True,1
Mason Mount,1,0,13,5,20,0,0,1,6.428571428571429,0,70.0,3.0,-5.428571428571429,2,0,0,0,False,1
Georginio Wijnaldum,2,0,13,11,17,0,0,1,3.142857142857143,0,55.0,3.0,-1.1428571428571428,0,2,2,2,True,2
Hugo Lloris,5,0,13,17,11,0,1,0,2.857142857142857,3,55.0,3.0,2.142857142857143,0,2,2,2,False,5
Joseph Willock,1,0,13,1,16,0,0,1,0.42857142857142855,0,50.0,1.0,0.5714285714285714,3,1,1,1,True,1
Callum Wilson,5,0,13,14,10,1,0,0,3.142857142857143,2,65.0,3.0,1.8571428571428572,2,2,2,2,False,5
Declan Rice,2,0,13,19,6,0,0,1,1.5714285714285714,0,50.0,2.0,0.4285714285714286,3,1,1,1,True,2
N'Golo Kanté,1,0,13,5,20,0,0,1,1.0,0,50.0,2.0,0.0,2,0,0,0,False,1
Rodrigo Moreno,12,0,13,9,14,1,0,0,2.7142857142857144,2,60.0,3.0,9.285714285714285,2,1,1,1,True,12
Timo Werner,2,0,13,5,20,1,0,0,3.2857142857142856,2,95.0,3.0,-1.2857142857142856,2,0,0,0,False,2
Daniel Ceballos Fernández,1,0,13,1,16,0,0,1,1.5714285714285714,0,50.0,2.0,-0.5714285714285714,3,1,1,1,True,1
Jack Harrison,12,0,13,9,14,0,0,1,4.428571428571429,0,55.0,3.0,7.571428571428571,2,1,1,1,True,12
Illan Meslier,1,0,13,9,14,0,1,0,2.7142857142857144,3,45.0,3.0,-1.7142857142857144,2,1,1,1,True,1
Angelo Ogbonna,2,1,13,19,6,0,0,0,2.857142857142857,1,50.0,3.0,-0.8571428571428572,3,1,1,1,True,2
Kasper Schmeichel,2,0,13,10,7,0,1,0,2.4285714285714284,3,55.0,3.0,-0.4285714285714284,1,1,1,1,True,2
Kalvin Phillips,1,0,13,9,14,0,0,1,0.8571428571428571,0,50.0,2.0,0.1428571428571429,2,1,1,1,True,1
Patrick van Aanholt,2,1,13,6,19,0,0,0,0.42857142857142855,1,55.0,1.0,1.5714285714285714,1,2,2,2,False,2
Kyle Bartley,0,1,13,18,12,0,0,0,0.8571428571428571,1,45.0,2.0,-0.8571428571428571,0,3,3,3,False,0
Ezgjan Alioski,8,1,13,9,14,0,0,0,2.5714285714285716,1,45.0,3.0,5.428571428571429,2,1,1,1,True,8
Benjamin Chilwell,5,1,13,5,20,0,0,0,3.2857142857142856,1,55.0,3.0,1.7142857142857144,2,0,0,0,False,5
Harvey Barnes,2,0,13,10,7,0,0,1,2.5714285714285716,0,70.0,3.0,-0.5714285714285716,1,1,1,1,True,2
Michael Keane,6,1,13,7,9,0,0,0,3.2857142857142856,1,50.0,3.0,2.7142857142857144,2,2,2,2,False,6
Bernd Leno,2,0,13,1,16,0,1,0,2.5714285714285716,3,50.0,3.0,-0.5714285714285716,3,1,1,1,True,2
Ben Davies,1,1,13,17,11,0,0,0,1.0,1,50.0,2.0,0.0,0,2,2,2,False,1
Jan Bednarek,1,1,13,16,1,0,0,0,2.5714285714285716,1,45.0,3.0,-1.5714285714285716,0,1,1,1,False,1
Joelinton Cássio Apolinário de Lira,2,0,13,14,10,1,0,0,2.5714285714285716,2,60.0,3.0,-0.5714285714285716,2,2,2,2,False,2
Ainsley Maitland-Niles,2,1,13,1,16,0,0,0,3.2857142857142856,1,50.0,3.0,-1.2857142857142856,3,1,1,1,True,2
Antonee Robinson,5,1,13,8,3,0,0,0,2.5714285714285716,1,45.0,3.0,2.4285714285714284,1,1,1,1,True,5
Callum Robinson,0,0,13,18,12,1,0,0,0.8571428571428571,2,55.0,2.0,-0.8571428571428571,0,3,3,3,False,0
Andreas Christensen,0,1,13,5,20,0,0,0,1.0,1,50.0,2.0,-1.0,2,0,0,0,False,0
Hakim Ziyech,0,0,13,5,20,0,0,1,2.857142857142857,0,80.0,3.0,-2.857142857142857,2,0,0,0,False,0
Kurt Zouma,1,1,13,5,20,0,0,0,2.857142857142857,1,50.0,3.0,-1.8571428571428572,2,0,0,0,False,1
Jonny Evans,0,1,13,10,7,0,0,0,2.857142857142857,1,55.0,3.0,-2.857142857142857,1,1,1,1,True,0
Enda Stevens,1,1,13,15,13,0,0,0,0.8571428571428571,1,55.0,2.0,0.1428571428571429,0,3,3,3,True,1
Harry Kane,2,0,13,17,11,1,0,0,6.428571428571429,2,105.0,3.0,-4.428571428571429,0,2,2,2,False,2
Oluwasemilogo Adesewo Ibidapo Ajayi,5,1,13,18,12,0,0,0,3.0,1,50.0,3.0,2.0,0,3,3,3,False,5
Sam Johnstone,4,0,13,18,12,0,1,0,3.0,3,45.0,3.0,1.0,0,3,3,3,False,4
Luke Ayling,1,1,13,9,14,0,0,0,1.5714285714285714,1,45.0,2.0,-0.5714285714285714,2,1,1,1,True,1
Romain Saïss,2,1,13,20,5,0,0,0,1.5714285714285714,1,50.0,2.0,0.4285714285714286,0,2,2,2,True,2
Willy Boly,2,1,13,20,5,0,0,0,1.5714285714285714,1,55.0,2.0,0.4285714285714286,0,2,2,2,True,2
Youri Tielemans,2,0,13,10,7,0,0,1,3.0,0,65.0,3.0,-1.0,1,1,1,1,True,2
Richarlison de Andrade,8,0,13,7,9,1,0,0,3.142857142857143,2,80.0,3.0,4.857142857142858,2,2,2,2,False,8
Jordan Pickford,0,0,13,7,9,0,1,0,4.571428571428571,3,50.0,3.0,-4.571428571428571,2,2,2,2,False,0
Marc Albrighton,0,0,13,10,7,0,0,1,3.0,0,55.0,3.0,-3.0,1,1,1,1,True,0
Willian Borges Da Silva,0,0,13,1,16,0,0,1,1.0,0,80.0,2.0,-1.0,3,1,1,1,True,0
Conor Townsend,0,1,13,18,12,0,0,0,1.0,1,45.0,2.0,-1.0,0,3,3,3,False,0
Pablo Fornals,1,0,13,19,6,0,0,1,3.142857142857143,0,65.0,3.0,-2.142857142857143,3,1,1,1,True,1
Jacob Murphy,2,0,13,14,10,0,0,1,1.0,0,50.0,2.0,1.0,2,2,2,2,False,2
Theo Walcott,9,0,13,16,1,0,0,1,3.142857142857143,0,60.0,3.0,5.857142857142858,0,1,1,1,False,9
Sadio Mané,2,0,13,11,17,0,0,1,4.571428571428571,0,120.0,3.0,-2.571428571428571,0,2,2,2,True,2
James Ward-Prowse,2,0,13,16,1,0,0,1,6.428571428571429,0,60.0,3.0,-4.428571428571429,0,1,1,1,False,2
Luka Milivojevic,1,0,13,6,19,0,0,1,1.5714285714285714,0,60.0,2.0,-0.5714285714285714,1,2,2,2,False,1
Gabriel Magalhães,-1,1,13,1,16,0,0,0,1.0,1,50.0,2.0,-2.0,3,1,1,1,True,-1
James Rodríguez,0,0,13,7,9,0,0,1,1.5714285714285714,0,75.0,2.0,-1.5714285714285714,2,2,2,2,False,0
Granit Xhaka,0,0,13,1,16,0,0,1,1.5714285714285714,0,55.0,2.0,-1.5714285714285714,3,1,1,1,True,0
Matt Ritchie,0,0,13,14,10,0,0,1,2.857142857142857,0,50.0,3.0,-2.857142857142857,2,2,2,2,False,0
James Maddison,2,0,13,10,7,0,0,1,2.5714285714285716,0,70.0,3.0,-0.5714285714285716,1,1,1,1,True,2
Bukayo Saka,2,0,13,1,16,0,0,1,2.857142857142857,0,55.0,3.0,-0.8571428571428572,3,1,1,1,True,2
Tyrick Mitchell,0,1,13,6,19,0,0,0,1.5714285714285714,1,40.0,2.0,-1.5714285714285714,1,2,2,2,False,0
Fabio Henrique Tavares,2,0,13,11,17,0,0,1,1.5714285714285714,0,55.0,2.0,0.4285714285714286,0,2,2,2,True,2
Alisson Ramses Becker,2,0,13,11,17,0,1,0,2.857142857142857,3,60.0,3.0,-0.8571428571428572,0,2,2,2,True,2
Diogo Jota,0,0,13,11,17,0,0,1,3.0,0,65.0,3.0,-3.0,0,2,2,2,True,0
Alex McCarthy,3,0,13,16,1,0,1,0,3.142857142857143,3,45.0,3.0,-0.1428571428571428,0,1,1,1,False,3
Ayoze Pérez,1,0,13,10,7,0,0,1,1.5714285714285714,0,65.0,2.0,-0.5714285714285714,1,1,1,1,True,1
Miguel Almirón,1,0,13,14,10,0,0,1,3.142857142857143,0,60.0,3.0,-2.142857142857143,2,2,2,2,False,1
Stuart Armstrong,2,0,13,16,1,0,0,1,3.2857142857142856,0,55.0,3.0,-1.2857142857142856,0,1,1,1,False,2
Mateusz Klich,4,0,13,9,14,0,0,1,2.7142857142857144,0,55.0,3.0,1.2857142857142856,2,1,1,1,True,4
Ryan Bertrand,1,1,13,16,1,0,0,0,2.4285714285714284,1,50.0,3.0,-1.4285714285714284,0,1,1,1,False,1
Gary Cahill,0,1,13,6,19,0,0,0,0.14285714285714285,1,45.0,1.0,-0.14285714285714285,1,2,2,2,False,0
Ben Osborn,0,0,13,15,13,0,0,1,2.4285714285714284,0,50.0,3.0,-2.4285714285714284,0,3,3,3,True,0
Heung-Min Son,9,0,13,17,11,0,0,1,7.285714285714286,0,90.0,3.0,1.7142857142857144,0,2,2,2,False,9
Tanguy Ndombele,0,0,13,17,11,0,0,1,1.4285714285714286,0,60.0,2.0,-1.4285714285714286,0,2,2,2,False,0
Bobby Decordova-Reid,2,0,13,8,3,1,0,0,3.4285714285714284,2,55.0,3.0,-1.4285714285714284,1,1,1,1,True,2
John Fleck,5,0,13,15,13,0,0,1,2.4285714285714284,0,60.0,3.0,2.5714285714285716,0,3,3,3,True,5
Leander Dendoncker,1,0,13,20,5,0,0,1,2.4285714285714284,0,50.0,3.0,-1.4285714285714284,0,2,2,2,True,1
Pierre-Emerick Aubameyang,10,0,13,1,16,0,0,1,6.142857142857143,0,120.0,3.0,3.8571428571428568,3,1,1,1,True,10
Hélder Wander Sousa de Azevedo e Costa,0,0,13,9,14,0,0,1,0.14285714285714285,0,55.0,1.0,-0.14285714285714285,2,1,1,1,True,0
Roberto Firmino,9,0,13,11,17,1,0,0,4.285714285714286,2,95.0,3.0,4.714285714285714,0,2,2,2,True,9
Aaron Ramsdale,2,0,13,15,13,0,1,0,2.5714285714285716,3,50.0,3.0,-0.5714285714285716,0,3,3,3,True,2
Pedro Lomba Neto,9,0,13,20,5,0,0,1,6.142857142857143,0,55.0,3.0,2.8571428571428568,0,2,2,2,True,9
César Azpilicueta,0,1,13,5,20,0,0,0,3.4285714285714284,1,60.0,3.0,-3.4285714285714284,2,0,0,0,False,0
Jannik Vestergaard,2,1,13,16,1,0,0,0,3.4285714285714284,1,45.0,3.0,-1.4285714285714284,0,1,1,1,False,2
Ruben Loftus-Cheek,3,0,13,8,3,0,0,1,1.4285714285714286,0,60.0,2.0,1.5714285714285714,1,1,1,1,True,3
Mason Holgate,14,1,13,7,9,0,0,0,5.0,1,50.0,3.0,9.0,2,2,2,2,False,14
Jeffrey Schlupp,1,0,13,6,19,0,0,1,1.1428571428571428,0,55.0,2.0,-0.1428571428571428,1,2,2,2,False,1
John Egan,0,1,13,15,13,0,0,0,0.0,1,50.0,0.0,0.0,0,3,3,3,True,0
Conor Coady,2,1,13,20,5,0,0,0,3.4285714285714284,1,50.0,3.0,-1.4285714285714284,0,2,2,2,True,2
Ivan Ricardo Neves Abreu Cavaleiro,3,0,13,8,3,0,0,1,2.4285714285714284,0,55.0,3.0,0.5714285714285716,1,1,1,1,True,3
Michail Antonio,0,0,13,19,6,1,0,0,3.2857142857142856,2,65.0,3.0,-3.2857142857142856,3,1,1,1,True,0
Aaron Cresswell,2,1,13,19,6,0,0,0,3.4285714285714284,1,50.0,3.0,-1.4285714285714284,3,1,1,1,True,2
Darnell Furlong,2,1,13,18,12,0,0,0,1.4285714285714286,1,45.0,2.0,0.5714285714285714,0,3,3,3,False,2
Rob Holding,2,1,13,1,16,0,0,0,2.4285714285714284,1,45.0,3.0,-0.4285714285714284,3,1,1,1,True,2
Eberechi Eze,2,0,13,6,19,0,0,1,3.5714285714285716,0,60.0,3.0,-1.5714285714285716,1,2,2,2,False,2
Marcos Alonso,0,1,13,5,20,0,0,0,2.4285714285714284,1,60.0,3.0,-2.4285714285714284,2,0,0,0,False,0
Jairo Riedewald,0,0,13,6,19,0,0,1,1.0,0,45.0,2.0,-1.0,1,2,2,2,False,0
Andros Townsend,4,0,13,6,19,0,0,1,3.2857142857142856,0,60.0,3.0,0.7142857142857144,1,2,2,2,False,4
Jeff Hendrick,7,0,13,14,10,0,0,1,3.4285714285714284,0,50.0,3.0,3.5714285714285716,2,2,2,2,False,7
Nicolas Pépé,2,0,13,1,16,0,0,1,4.285714285714286,0,80.0,3.0,-2.2857142857142856,3,1,1,1,True,2
Federico Fernández,0,1,13,14,10,0,0,0,1.1428571428571428,1,50.0,2.0,-1.1428571428571428,2,2,2,2,False,0
Jack Harrison,2,0,14,9,13,0,0,1,2.857142857142857,0,55.0,3.0,-0.8571428571428572,0,3,3,3,False,2
John Egan,2,1,14,15,3,0,0,0,2.857142857142857,1,50.0,3.0,-0.8571428571428572,1,1,1,1,False,2
Wilfried Zaha,2,0,14,6,11,0,0,1,2.0,0,70.0,2.0,0.0,0,2,2,2,True,2
Kyle Walker-Peters,2,1,14,16,12,0,0,0,2.0,1,45.0,2.0,0.0,0,3,3,3,True,2
Lucas Digne,0,1,14,7,1,0,0,0,2.857142857142857,1,60.0,3.0,-2.857142857142857,0,1,1,1,True,0
Richarlison de Andrade,2,0,14,7,1,1,0,0,2.2857142857142856,2,80.0,3.0,-0.2857142857142856,0,1,1,1,True,2
Alex Iwobi,2,0,14,7,1,0,0,1,2.0,0,60.0,2.0,0.0,0,1,1,1,True,2
James Rodríguez,0,0,14,7,1,0,0,1,0.42857142857142855,0,75.0,1.0,-0.42857142857142855,0,1,1,1,True,0
Reece James,0,1,14,5,19,0,0,0,1.2857142857142858,1,50.0,2.0,-1.2857142857142858,1,2,2,2,True,0
Alisson Ramses Becker,7,0,14,11,6,0,1,0,5.0,3,60.0,3.0,2.0,3,1,1,1,False,7
Aaron Cresswell,1,1,14,19,5,0,0,0,2.4285714285714284,1,50.0,3.0,-1.4285714285714284,0,2,2,2,False,1
Matheus Pereira,0,0,14,18,2,0,0,1,3.7142857142857144,0,60.0,3.0,-3.7142857142857144,1,1,1,1,True,0
Emile Smith Rowe,0,0,14,1,7,0,0,1,2.2857142857142856,0,45.0,3.0,-2.2857142857142856,1,1,1,1,False,0
Kasper Schmeichel,7,0,14,10,17,0,1,0,3.142857142857143,3,55.0,3.0,3.857142857142857,0,2,2,2,False,7
Alexandre Lacazette,1,0,14,1,7,1,0,0,1.8571428571428572,2,85.0,2.0,-0.8571428571428572,1,1,1,1,False,1
Alex McCarthy,3,0,14,16,12,0,1,0,0.8571428571428571,3,45.0,2.0,2.142857142857143,0,3,3,3,True,3
Roberto Firmino,16,0,14,11,6,1,0,0,4.142857142857143,2,95.0,3.0,11.857142857142858,3,1,1,1,False,16
Mario Lemina,2,0,14,8,14,0,0,1,1.1428571428571428,0,45.0,2.0,0.8571428571428572,2,1,1,1,False,2
Toby Alderweireld,-1,1,14,17,9,0,0,0,1.1428571428571428,1,55.0,2.0,-2.142857142857143,2,2,2,2,True,-1
Callum Hudson-Odoi,0,0,14,5,19,0,0,1,1.2857142857142858,0,60.0,2.0,-1.2857142857142858,1,2,2,2,True,0
Thiago Thiago,14,1,14,5,19,0,0,0,2.857142857142857,1,55.0,3.0,11.142857142857142,1,2,2,2,True,14
Serge Aurier,1,1,14,17,9,0,0,0,2.2857142857142856,1,55.0,3.0,-1.2857142857142856,2,2,2,2,True,1
Georginio Wijnaldum,3,0,14,11,6,0,0,1,3.0,0,55.0,3.0,0.0,3,1,1,1,False,3
Danny Ings,1,0,14,16,12,1,0,0,4.142857142857143,2,85.0,3.0,-3.1428571428571432,0,3,3,3,True,1
Liam Cooper,5,1,14,9,13,0,0,0,1.0,1,45.0,2.0,4.0,0,3,3,3,False,5
Steven Bergwijn,0,0,14,17,9,0,0,1,1.2857142857142858,0,75.0,2.0,-1.2857142857142858,2,2,2,2,True,0
Jordan Henderson,8,0,14,11,6,0,0,1,3.4285714285714284,0,55.0,3.0,4.571428571428571,3,1,1,1,False,8
Lukasz Fabianski,2,0,14,19,5,0,1,0,3.0,3,50.0,3.0,-1.0,0,2,2,2,False,2
Angelo Ogbonna,1,1,14,19,5,0,0,0,3.0,1,50.0,3.0,-2.0,0,2,2,2,False,1
Tammy Abraham,13,0,14,5,19,1,0,0,3.0,2,75.0,3.0,10.0,1,2,2,2,True,13
Jannik Vestergaard,2,1,14,16,12,0,0,0,0.7142857142857143,1,45.0,1.0,1.2857142857142856,0,3,3,3,True,2
Trent Alexander-Arnold,9,1,14,11,6,0,0,0,4.0,1,75.0,3.0,5.0,3,1,1,1,False,9
Seamus Coleman,1,1,14,7,1,0,0,0,1.2857142857142858,1,50.0,2.0,-0.2857142857142858,0,1,1,1,True,1
Willian Borges Da Silva,2,0,14,1,7,0,0,1,1.0,0,80.0,2.0,1.0,1,1,1,1,False,2
Darnell Furlong,1,1,14,18,2,0,0,0,3.0,1,45.0,3.0,-2.0,1,1,1,1,True,1
